Date,Open,High,Low,Close,Adj Close,Volume,All Items,realtime_start,realtime_end,value,DEXUSEU
1975-03-24,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,277.6,1.122
1975-03-31,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,273.4,1.122
1975-04-07,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,275.2,1.122
1975-04-14,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,276.1,1.122
1975-04-21,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,276.7,1.122
1975-04-28,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,276.8,1.122
1975-05-05,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,277.4,1.122
1975-05-12,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,278.1,1.122
1975-05-19,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,279.3,1.122
1975-05-26,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,280.4,1.122
1975-06-02,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,280.7,1.122
1975-06-09,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,281.5,1.122
1975-06-16,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,282.2,1.122
1975-06-23,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,283.2,1.122
1975-06-30,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,283.3,1.122
1975-07-07,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,283.3,1.122
1975-07-14,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,1277.06005859375,3943710000.0,0.033,2024-07-18,2024-07-18,283.7,1.122
